Programme...:	MICH
Date........:	   202020-02-
Heure.......:	     5 11:15:
Colonnes....:	            3
Lignes......:	          788
D�calage....:	           17
Commentaires:	
P.abs.i.(mp):	 1.6083700E+5	P.cal.i.(�m):	 9.9218750E-2	V_min___(mV):	 1.9125550E+6	
P.abs.f.(mp):	 1.6162400E+5	P.cal.f.(�m):	 7.8184375E+1	V_max___(mV):	 1.0503175E+5	
Nbre_de_pts_:	 7.8800000E+2	D�lai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	laser He-ne	
Filtre......:	g	
D�tecteur...:	g	
�ch._du_pico:	q
Temps___(ms):	Pos.cal.(�m):	Tension_(mV):	
 1.0174412E+7	 1.6271875E+1	 1.8148510E+3	
 1.0174496E+7	 1.6371094E+1	 1.7757695E+3	
 1.0174583E+7	 1.6470312E+1	 1.6780654E+3	
 1.0174664E+7	 1.6569531E+1	 1.5095261E+3	
 1.0174749E+7	 1.6668750E+1	 1.4191500E+3	
 1.0174832E+7	 1.6767969E+1	 1.2017586E+3	
 1.0174915E+7	 1.6867187E+1	 9.6238399E+2	
 1.0174998E+7	 1.6966406E+1	 7.7186126E+2	
 1.0175082E+7	 1.7065625E+1	 5.7645333E+2	
 1.0175165E+7	 1.7164844E+1	 3.7860283E+2	
 1.0175248E+7	 1.7264062E+1	 1.6365413E+2	
 1.0175328E+7	 1.7363281E+1	 1.1235955E+2	
 1.0175408E+7	 1.7462500E+1	 1.1480215E+2	
 1.0175488E+7	 1.7561719E+1	 1.6121154E+2	
 1.0175570E+7	 1.7660937E+1	 2.1983391E+2	
 1.0175652E+7	 1.7760156E+1	 3.3219346E+2	
 1.0175734E+7	 1.7859375E+1	 4.4699562E+2	
 1.0175819E+7	 1.7958594E+1	 6.1309230E+2	
 1.0175904E+7	 1.8057813E+1	 7.8163165E+2	
 1.0175990E+7	 1.8157031E+1	 9.4284320E+2	
 1.0176078E+7	 1.8256250E+1	 1.1455789E+3	
 1.0176162E+7	 1.8355469E+1	 1.3873962E+3	
 1.0176242E+7	 1.8454687E+1	 1.5095261E+3	
 1.0176327E+7	 1.8553906E+1	 1.7024914E+3	
 1.0176413E+7	 1.8653125E+1	 1.7708843E+3	
 1.0176500E+7	 1.8752344E+1	 1.8783586E+3	
 1.0176580E+7	 1.8851562E+1	 1.8905716E+3	
 1.0176660E+7	 1.8950781E+1	 1.8612604E+3	
 1.0176744E+7	 1.9050000E+1	 1.8490474E+3	
 1.0176828E+7	 1.9149219E+1	 1.7684417E+3	
 1.0176916E+7	 1.9248437E+1	 1.6487542E+3	
 1.0177001E+7	 1.9347656E+1	 1.4264778E+3	
 1.0177084E+7	 1.9446875E+1	 1.2848071E+3	
 1.0177166E+7	 1.9546094E+1	 1.0845139E+3	
 1.0177246E+7	 1.9645312E+1	 9.9169517E+2	
 1.0177332E+7	 1.9744531E+1	 7.5232047E+2	
 1.0177414E+7	 1.9843750E+1	 6.1064970E+2	
 1.0177498E+7	 1.9942969E+1	 5.6668293E+2	
 1.0177582E+7	 2.0042187E+1	 3.8104543E+2	
 1.0177665E+7	 2.0141406E+1	 2.7112848E+2	
 1.0177748E+7	 2.0240625E+1	 1.4899853E+2	
 1.0177828E+7	 2.0339844E+1	 1.1235955E+2	
